year,weeknum,province,new_case,total_case,new_case_excludeabroad,total_case_excludeabroad,new_recovered,total_recovered,new_death,total_death,case_foreign,case_prison,case_walkin,case_new_prev,case_new_diff,death_new_prev,death_new_diff
2022,13,จันทบุรี,1849,12540,1849,12526,0,0,3,26,,,,,,,
2022,13,ฉะเชิงเทรา,4238,26426,4238,26421,0,0,5,29,,,,,,,
2022,13,ชลบุรี,9385,81724,9328,80323,0,0,19,149,,,,,,,
2022,13,ชัยนาท,216,3025,216,3025,0,0,0,4,,,,,,,
2022,13,ชัยภูมิ,1098,12233,1098,12232,0,0,2,27,,,,,,,
2022,13,ชุมพร,1176,10668,1176,10668,0,0,4,43,,,,,,,
2022,13,ตรัง,796,8333,796,8326,0,0,4,45,,,,,,,
2022,13,ตราด,1135,5451,1132,5338,0,0,11,41,,,,,,,
2022,13,ตาก,1136,8913,1126,8817,0,0,8,47,,,,,,,
2022,13,ทั้งประเทศ,181491,1471041,181131,1456577,175358,1235148,603,3620,360,410,179161,179696,1795,574,29
2022,13,นครนายก,1199,7611,1199,7611,0,0,2,22,,,,,,,
2022,13,นครปฐม,4198,30377,4198,30377,0,0,12,73,,,,,,,
2022,13,นครพนม,638,6282,638,6281,0,0,1,11,,,,,,,
2022,13,นครราชสีมา,3393,32830,3393,32827,0,0,5,79,,,,,,,
2022,13,นครศรีธรรมราช,8439,60221,8439,60220,0,0,20,88,,,,,,,
2022,13,นครสวรรค์,2373,14239,2373,14232,0,0,8,34,,,,,,,
2022,13,นนทบุรี,4553,50381,4553,50360,0,0,1,13,,,,,,,
2022,13,นราธิวาส,620,6714,620,6705,0,0,2,18,,,,,,,
2022,13,น่าน,1076,6711,1076,6708,0,0,1,8,,,,,,,
2022,13,บึงกาฬ,938,5377,938,5373,0,0,0,4,,,,,,,
2022,13,บุรีรัมย์,3854,28358,3854,28352,0,0,8,43,,,,,,,
2022,13,ปทุมธานี,2512,30505,2512,30494,0,0,9,80,,,,,,,
2022,13,ประจวบคีรีขันธ์,2480,16225,2479,15879,0,0,6,33,,,,,,,
2022,13,ปราจีนบุรี,2259,15582,2259,15579,0,0,5,33,,,,,,,
2022,13,ปัตตานี,636,9668,634,9654,0,0,9,58,,,,,,,
2022,13,พระนครศรีอยุธยา,3659,26198,3659,26198,0,0,11,46,,,,,,,
2022,13,พะเยา,395,4134,395,4134,0,0,7,15,,,,,,,
2022,13,พังงา,639,7554,627,7241,0,0,1,29,,,,,,,
2022,13,พัทลุง,2663,17174,2663,17174,0,0,16,79,,,,,,,
2022,13,พิจิตร,367,3762,367,3762,0,0,4,16,,,,,,,
2022,13,พิษณุโลก,1664,11844,1664,11844,0,0,4,37,,,,,,,
2022,13,ภูเก็ต,1839,46936,1708,38458,0,0,4,92,,,,,,,
2022,13,มหาสารคาม,1756,15335,1756,15328,0,0,3,30,,,,,,,
2022,13,มุกดาหาร,582,4275,582,4273,0,0,1,11,,,,,,,
2022,13,ยะลา,664,8493,663,8490,0,0,9,47,,,,,,,
2022,13,ยโสธร,865,7183,865,7180,0,0,4,13,,,,,,,
2022,13,ร้อยเอ็ด,3645,23471,3645,23467,0,0,19,49,,,,,,,
2022,13,ระนอง,1272,7826,1272,7774,0,0,4,12,,,,,,,
2022,13,ระยอง,4060,29506,4060,29479,0,0,11,50,,,,,,,
2022,13,ราชบุรี,4034,28962,4034,28961,0,0,17,67,,,,,,,
2022,13,ลพบุรี,865,11336,865,11332,0,0,19,75,,,,,,,
2022,13,ลำปาง,1099,5516,1099,5514,0,0,4,21,,,,,,,
2022,13,ลำพูน,13,930,13,929,0,0,0,1,,,,,,,
2022,13,ศรีสะเกษ,2410,15257,2410,15247,0,0,15,62,,,,,,,
2022,13,สกลนคร,1958,10020,1958,10018,0,0,7,21,,,,,,,
2022,13,สงขลา,5114,23810,5113,23707,0,0,9,60,,,,,,,
2022,13,สตูล,1230,8666,1229,8653,0,0,7,51,,,,,,,
2022,13,สมุทรปราการ,6254,75605,6254,75249,0,0,26,118,,,,,,,
2022,13,สมุทรสงคราม,1468,11300,1468,11300,0,0,8,21,,,,,,,
2022,13,สมุทรสาคร,6078,40307,6078,40306,0,0,23,79,,,,,,,
2022,13,สระบุรี,1420,15675,1420,15672,0,0,10,42,,,,,,,
2022,13,สระแก้ว,2007,11907,1954,11510,0,0,11,39,,,,,,,
2022,13,สิงห์บุรี,810,4197,810,4196,0,0,2,14,,,,,,,
2022,13,สุพรรณบุรี,3129,21692,3129,21687,0,0,6,53,,,,,,,
2022,13,สุราษฎร์ธานี,1173,16210,1173,15603,0,0,9,84,,,,,,,
2022,13,สุรินทร์,2146,18437,2146,18419,0,0,6,34,,,,,,,
2022,13,สุโขทัย,1474,8797,1474,8795,0,0,9,22,,,,,,,
2022,13,หนองคาย,2122,12744,2122,12733,0,0,6,20,,,,,,,
2022,13,หนองบัวลำภู,678,6575,678,6575,0,0,1,8,,,,,,,
2022,13,อ่างทอง,2089,8952,2089,8952,0,0,2,16,,,,,,,
2022,13,อำนาจเจริญ,540,3750,540,3746,0,0,7,15,,,,,,,
2022,13,อุดรธานี,2870,17218,2870,17195,0,0,6,34,,,,,,,
2022,13,อุตรดิตถ์,363,5836,363,5835,0,0,4,25,,,,,,,
2022,13,อุทัยธานี,770,4663,770,4663,0,0,2,10,,,,,,,
2022,13,อุบลราชธานี,2853,23538,2853,23520,0,0,17,89,,,,,,,
2022,13,เชียงราย,209,3715,209,3680,0,0,11,52,,,,,,,
2022,13,เชียงใหม่,2820,24178,2820,24110,0,0,7,77,,,,,,,
2022,13,เพชรบุรี,1518,14419,1518,14398,0,0,5,21,,,,,,,
2022,13,เพชรบูรณ์,681,8065,681,8062,0,0,3,28,,,,,,,
2022,13,เลย,1503,8894,1503,8893,0,0,2,23,,,,,,,
2022,13,แพร่,642,5083,642,5079,0,0,3,25,,,,,,,
2022,13,แม่ฮ่องสอน,348,1706,348,1706,0,0,0,18,,,,,,,
2022,13,ไม่ระบุ,0,0,0,0,0,0,0,0,,,,,,,
2022,14,กระบี่,316,10361,315,10112,0,0,3,71,,,,,,,
2022,14,กรุงเทพมหานคร,9504,217618,9488,216133,0,0,43,562,,,,,,,
2022,14,กาญจนบุรี,822,17547,822,17497,0,0,1,62,,,,,,,
2022,14,กาฬสินธุ์,539,14625,539,14623,0,0,5,51,,,,,,,
2022,14,กำแพงเพชร,645,11034,645,11031,0,0,5,31,,,,,,,
2022,14,ขอนแก่น,1703,31340,1703,31318,0,0,0,41,,,,,,,
2022,14,จันทบุรี,596,13136,596,13122,0,0,0,26,,,,,,,
2022,14,ฉะเชิงเทรา,1360,27786,1360,27781,0,0,2,31,,,,,,,
2022,14,ชลบุรี,2991,84715,2979,83302,0,0,14,163,,,,,,,
2022,14,ชัยนาท,71,3096,71,3096,0,0,0,4,,,,,,,
2022,14,ชัยภูมิ,461,12694,461,12693,0,0,5,32,,,,,,,
2022,14,ชุมพร,271,10939,271,10939,0,0,2,45,,,,,,,
2022,14,ตรัง,210,8543,210,8536,0,0,2,47,,,,,,,
2022,14,ตราด,291,5742,291,5629,0,0,5,46,,,,,,,
2022,14,ตาก,243,9156,237,9054,0,0,1,48,,,,,,,
2022,14,ทั้งประเทศ,61020,1532061,60914,1517491,78185,1313333,285,3905,106,77,60344,79761,-18741,290,-5
2022,14,นครนายก,326,7937,326,7937,0,0,1,23,,,,,,,
2022,14,นครปฐม,1302,31679,1302,31679,0,0,4,77,,,,,,,
2022,14,นครพนม,354,6636,354,6635,0,0,0,11,,,,,,,
2022,14,นครราชสีมา,1136,33966,1136,33963,0,0,0,79,,,,,,,
2022,14,นครศรีธรรมราช,2006,62227,2006,62226,0,0,3,91,,,,,,,
2022,14,นครสวรรค์,892,15131,892,15124,0,0,1,35,,,,,,,
2022,14,นนทบุรี,2009,52390,2009,52369,0,0,1,14,,,,,,,
2022,14,นราธิวาส,93,6807,93,6798,0,0,1,19,,,,,,,
2022,14,น่าน,351,7062,351,7059,0,0,0,8,,,,,,,
2022,14,บึงกาฬ,310,5687,310,5683,0,0,0,4,,,,,,,
2022,14,บุรีรัมย์,1410,29768,1410,29762,0,0,3,46,,,,,,,
2022,14,ปทุมธานี,920,31425,920,31414,0,0,3,83,,,,,,,
2022,14,ประจวบคีรีขันธ์,853,17078,853,16732,0,0,1,34,,,,,,,
2022,14,ปราจีนบุรี,883,16465,883,16462,0,0,2,35,,,,,,,
2022,14,ปัตตานี,164,9832,164,9818,0,0,3,61,,,,,,,
2022,14,พระนครศรีอยุธยา,1002,27200,1002,27200,0,0,3,49,,,,,,,
2022,14,พะเยา,105,4239,105,4239,0,0,1,16,,,,,,,
2022,14,พังงา,218,7772,213,7454,0,0,0,29,,,,,,,
2022,14,พัทลุง,731,17905,731,17905,0,0,9,88,,,,,,,
2022,14,พิจิตร,147,3909,147,3909,0,0,3,19,,,,,,,
2022,14,พิษณุโลก,643,12487,643,12487,0,0,6,43,,,,,,,
2022,14,ภูเก็ต,531,47467,483,38941,0,0,1,93,,,,,,,
2022,14,มหาสารคาม,1000,16335,1000,16328,0,0,2,32,,,,,,,
2022,14,มุกดาหาร,193,4468,193,4466,0,0,0,11,,,,,,,
2022,14,ยะลา,150,8643,150,8640,0,0,2,49,,,,,,,
2022,14,ยโสธร,393,7576,393,7573,0,0,2,15,,,,,,,
2022,14,ร้อยเอ็ด,1374,24845,1374,24841,0,0,5,54,,,,,,,
2022,14,ระนอง,345,8171,342,8116,0,0,1,13,,,,,,,
2022,14,ระยอง,1399,30905,1399,30878,0,0,10,60,,,,,,,
2022,14,ราชบุรี,1329,30291,1329,30290,0,0,3,70,,,,,,,
2022,14,ลพบุรี,315,11651,315,11647,0,0,14,89,,,,,,,
2022,14,ลำปาง,330,5846,330,5844,0,0,1,22,,,,,,,
2022,14,ลำพูน,4,934,4,933,0,0,0,1,,,,,,,
2022,14,ศรีสะเกษ,1068,16325,1068,16315,0,0,9,71,,,,,,,
2022,14,สกลนคร,618,10638,618,10636,0,0,5,26,,,,,,,
2022,14,สงขลา,1323,25133,1321,25028,0,0,7,67,,,,,,,
2022,14,สตูล,264,8930,264,8917,0,0,2,53,,,,,,,
2022,14,สมุทรปราการ,2106,77711,2106,77355,0,0,12,130,,,,,,,
2022,14,สมุทรสงคราม,191,11491,191,11491,0,0,1,22,,,,,,,
2022,14,สมุทรสาคร,1862,42169,1862,42168,0,0,4,83,,,,,,,
2022,14,สระบุรี,287,15962,287,15959,0,0,6,48,,,,,,,
2022,14,สระแก้ว,552,12459,545,12055,0,0,3,42,,,,,,,
2022,14,สิงห์บุรี,266,4463,266,4462,0,0,2,16,,,,,,,
2022,14,สุพรรณบุรี,1036,22728,1036,22723,0,0,7,60,,,,,,,
2022,14,สุราษฎร์ธานี,336,16546,336,15939,0,0,5,89,,,,,,,
2022,14,สุรินทร์,777,19214,777,19196,0,0,6,40,,,,,,,
2022,14,สุโขทัย,507,9304,507,9302,0,0,12,34,,,,,,,
2022,14,หนองคาย,811,13555,805,13538,0,0,0,20,,,,,,,
2022,14,หนองบัวลำภู,225,6800,225,6800,0,0,2,10,,,,,,,
2022,14,อ่างทอง,536,9488,536,9488,0,0,0,16,,,,,,,
2022,14,อำนาจเจริญ,213,3963,213,3959,0,0,0,15,,,,,,,
2022,14,อุดรธานี,1065,18283,1065,18260,0,0,3,37,,,,,,,
2022,14,อุตรดิตถ์,80,5916,80,5915,0,0,1,26,,,,,,,
2022,14,อุทัยธานี,290,4953,290,4953,0,0,0,10,,,,,,,
2022,14,อุบลราชธานี,886,24424,886,24406,0,0,7,96,,,,,,,
2022,14,เชียงราย,58,3773,58,3738,0,0,2,54,,,,,,,
2022,14,เชียงใหม่,963,25141,963,25073,0,0,9,86,,,,,,,
2022,14,เพชรบุรี,423,14842,423,14821,0,0,3,24,,,,,,,
2022,14,เพชรบูรณ์,255,8320,255,8317,0,0,2,30,,,,,,,
2022,14,เลย,444,9338,444,9337,0,0,1,24,,,,,,,
2022,14,แพร่,258,5341,258,5337,0,0,0,25,,,,,,,
2022,14,แม่ฮ่องสอน,79,1785,79,1785,0,0,0,18,,,,,,,
2022,14,ไม่ระบุ,0,0,0,0,0,0,0,0,,,,,,,
2022,15,กระบี่,377,10738,376,10488,0,0,2,75,,,,,,,
2022,15,กรุงเทพมหานคร,15765,233383,15679,231812,0,0,46,685,,,,,,,
2022,15,กาญจนบุรี,1727,19274,1727,19224,0,0,15,90,,,,,,,
2022,15,กาฬสินธุ์,1152,15777,1152,15775,0,0,20,81,,,,,,,
2022,15,กำแพงเพชร,1151,12185,1151,12182,0,0,7,53,,,,,,,
2022,15,ขอนแก่น,3337,34677,3337,34655,0,0,8,49,,,,,,,
2022,15,จันทบุรี,920,14056,920,14042,0,0,4,32,,,,,,,
2022,15,ฉะเชิงเทรา,1931,29717,1931,29712,0,0,6,48,,,,,,,
2022,15,ชลบุรี,4382,89097,4307,87609,0,0,22,208,,,,,,,
2022,15,ชัยนาท,151,3247,151,3247,0,0,0,4,,,,,,,
2022,15,ชัยภูมิ,957,13651,957,13650,0,0,0,34,,,,,,,
2022,15,ชุมพร,343,11282,343,11282,0,0,4,53,,,,,,,
2022,15,ตรัง,249,8792,249,8785,0,0,4,57,,,,,,,
2022,15,ตราด,432,6174,432,6061,0,0,4,63,,,,,,,
2022,15,ตาก,382,9538,376,9430,0,0,2,54,,,,,,,
2022,15,ทั้งประเทศ,106312,1638373,105890,1623381,129869,1595484,566,5056,422,271,104947,87420,18892,546,20
2022,15,นครนายก,728,8665,728,8665,0,0,4,30,,,,,,,
2022,15,นครปฐม,2763,34442,2763,34442,0,0,6,94,,,,,,,
2022,15,นครพนม,846,7482,846,7481,0,0,5,18,,,,,,,
2022,15,นครราชสีมา,2329,36295,2329,36292,0,0,23,114,,,,,,,
2022,15,นครศรีธรรมราช,2934,65161,2934,65160,0,0,15,112,,,,,,,
2022,15,นครสวรรค์,1443,16574,1443,16567,0,0,15,59,,,,,,,
2022,15,นนทบุรี,3702,56092,3702,56071,0,0,2,21,,,,,,,
2022,15,นราธิวาส,150,6957,150,6948,0,0,0,19,,,,,,,
2022,15,น่าน,1049,8111,1049,8108,0,0,0,12,,,,,,,
2022,15,บึงกาฬ,635,6322,635,6318,0,0,3,10,,,,,,,
2022,15,บุรีรัมย์,2493,32261,2493,32255,0,0,2,58,,,,,,,
2022,15,ปทุมธานี,1587,33012,1587,33001,0,0,12,110,,,,,,,
2022,15,ประจวบคีรีขันธ์,1106,18184,1103,17835,0,0,9,48,,,,,,,
2022,15,ปราจีนบุรี,1475,17940,1475,17937,0,0,6,42,,,,,,,
2022,15,ปัตตานี,162,9994,161,9979,0,0,3,67,,,,,,,
2022,15,พระนครศรีอยุธยา,1471,28671,1471,28671,0,0,6,59,,,,,,,
2022,15,พะเยา,229,4468,229,4468,0,0,7,26,,,,,,,
2022,15,พังงา,410,8182,389,7843,0,0,0,31,,,,,,,
2022,15,พัทลุง,1061,18966,1061,18966,0,0,2,93,,,,,,,
2022,15,พิจิตร,270,4179,270,4179,0,0,5,32,,,,,,,
2022,15,พิษณุโลก,1435,13922,1435,13922,0,0,3,51,,,,,,,
2022,15,ภูเก็ต,977,48444,798,39739,0,0,8,105,,,,,,,
2022,15,มหาสารคาม,1641,17976,1641,17969,0,0,0,38,,,,,,,
2022,15,มุกดาหาร,302,4770,302,4768,0,0,4,19,,,,,,,
2022,15,ยะลา,165,8808,161,8801,0,0,4,59,,,,,,,
2022,15,ยโสธร,766,8342,766,8339,0,0,3,18,,,,,,,
2022,15,ร้อยเอ็ด,2270,27115,2270,27111,0,0,24,91,,,,,,,
2022,15,ระนอง,377,8548,377,8493,0,0,0,18,,,,,,,
2022,15,ระยอง,1803,32708,1803,32681,0,0,11,81,,,,,,,
2022,15,ราชบุรี,1879,32170,1879,32169,0,0,7,95,,,,,,,
2022,15,ลพบุรี,441,12092,441,12088,0,0,13,111,,,,,,,
2022,15,ลำปาง,1081,6927,1081,6925,0,0,11,37,,,,,,,
2022,15,ลำพูน,4,938,4,937,0,0,2,3,,,,,,,
2022,15,ศรีสะเกษ,1870,18195,1870,18185,0,0,8,93,,,,,,,
2022,15,สกลนคร,1396,12034,1396,12032,0,0,11,43,,,,,,,
2022,15,สงขลา,1988,27121,1980,27008,0,0,6,79,,,,,,,
2022,15,สตูล,316,9246,316,9233,0,0,6,61,,,,,,,
2022,15,สมุทรปราการ,3422,81133,3415,80770,0,0,18,159,,,,,,,
2022,15,สมุทรสงคราม,455,11946,455,11946,0,0,3,29,,,,,,,
2022,15,สมุทรสาคร,2516,44685,2516,44684,0,0,9,104,,,,,,,
2022,15,สระบุรี,541,16503,541,16500,0,0,9,65,,,,,,,
2022,15,สระแก้ว,876,13335,846,12901,0,0,4,52,,,,,,,
2022,15,สิงห์บุรี,525,4988,525,4987,0,0,1,18,,,,,,,
2022,15,สุพรรณบุรี,1625,24353,1625,24348,0,0,12,82,,,,,,,
2022,15,สุราษฎร์ธานี,514,17060,514,16453,0,0,4,97,,,,,,,
2022,15,สุรินทร์,1629,20843,1629,20825,0,0,4,47,,,,,,,
2022,15,สุโขทัย,1144,10448,1144,10446,0,0,16,66,,,,,,,
2022,15,หนองคาย,1551,15106,1551,15089,0,0,1,29,,,,,,,
2022,15,หนองบัวลำภู,715,7515,715,7515,0,0,5,19,,,,,,,
2022,15,อ่างทอง,879,10367,879,10367,0,0,0,19,,,,,,,
2022,15,อำนาจเจริญ,468,4431,468,4427,0,0,0,17,,,,,,,
2022,15,อุดรธานี,1787,20070,1787,20047,0,0,15,60,,,,,,,
2022,15,อุตรดิตถ์,375,6291,375,6290,0,0,5,35,,,,,,,
2022,15,อุทัยธานี,607,5560,607,5560,0,0,4,18,,,,,,,
2022,15,อุบลราชธานี,1824,26248,1824,26230,0,0,23,140,,,,,,,
2022,15,เชียงราย,209,3982,209,3947,0,0,6,73,,,,,,,
2022,15,เชียงใหม่,1753,26894,1753,26826,0,0,14,114,,,,,,,
2022,15,เพชรบุรี,774,15616,773,15594,0,0,7,42,,,,,,,
2022,15,เพชรบูรณ์,484,8804,484,8801,0,0,2,34,,,,,,,
2022,15,เลย,1787,11125,1787,11124,0,0,5,39,,,,,,,
2022,15,แพร่,893,6234,893,6230,0,0,5,31,,,,,,,
2022,15,แม่ฮ่องสอน,149,1934,149,1934,0,0,4,24,,,,,,,
2022,15,ไม่ระบุ,0,0,0,0,0,0,0,0,,,,,,,
2022,16,กระบี่,468,11206,459,10947,0,0,4,79,,,,,,,
2022,16,กรุงเทพมหานคร,22819,256202,22627,254439,0,0,116,801,,,,,,,
2022,16,กาญจนบุรี,1793,21067,1793,21017,0,0,23,113,,,,,,,
2022,16,กาฬสินธุ์,1843,17620,1843,17618,0,0,21,102,,,,,,,
2022,16,กำแพงเพชร,1431,13616,1431,13613,0,0,17,70,,,,,,,
2022,16,ขอนแก่น,5347,40024,5347,40002,0,0,12,61,,,,,,,
2022,16,จันทบุรี,1210,15266,1210,15252,0,0,5,37,,,,,,,
2022,16,ฉะเชิงเทรา,2843,32560,2843,32555,0,0,10,58,,,,,,,
2022,16,ชลบุรี,5342,94439,5273,92882,0,0,36,244,,,,,,,
2022,16,ชัยนาท,279,3526,279,3526,0,0,0,4,,,,,,,
2022,16,ชัยภูมิ,1428,15079,1428,15078,0,0,3,37,,,,,,,
2022,16,ชุมพร,344,11626,344,11626,0,0,6,59,,,,,,,
2022,16,ตรัง,275,9067,275,9060,0,0,3,60,,,,,,,
2022,16,ตราด,515,6689,515,6576,0,0,8,71,,,,,,,
2022,16,ตาก,563,10101,557,9987,0,0,10,64,,,,,,,
2022,16,ทั้งประเทศ,135906,1774279,135315,1758696,168121,1763605,895,5951,591,367,134602,134746,1160,891,4
2022,16,นครนายก,851,9516,851,9516,0,0,8,38,,,,,,,
2022,16,นครปฐม,2503,36945,2503,36945,0,0,13,107,,,,,,,
2022,16,นครพนม,1307,8789,1307,8788,0,0,4,22,,,,,,,
2022,16,นครราชสีมา,2236,38531,2236,38528,0,0,32,146,,,,,,,
2022,16,นครศรีธรรมราช,3553,68714,3553,68713,0,0,15,127,,,,,,,
2022,16,นครสวรรค์,1475,18049,1475,18042,0,0,19,78,,,,,,,
2022,16,นนทบุรี,3583,59675,3583,59654,0,0,7,28,,,,,,,
2022,16,นราธิวาส,145,7102,145,7093,0,0,2,21,,,,,,,
2022,16,น่าน,1333,9444,1333,9441,0,0,0,12,,,,,,,
2022,16,บึงกาฬ,1038,7360,1038,7356,0,0,1,11,,,,,,,
2022,16,บุรีรัมย์,3330,35591,3330,35585,0,0,9,67,,,,,,,
2022,16,ปทุมธานี,1680,34692,1680,34681,0,0,25,135,,,,,,,
2022,16,ประจวบคีรีขันธ์,997,19181,996,18831,0,0,14,62,,,,,,,
2022,16,ปราจีนบุรี,1819,19759,1819,19756,0,0,10,52,,,,,,,
2022,16,ปัตตานี,194,10188,181,10160,0,0,3,70,,,,,,,
2022,16,พระนครศรีอยุธยา,1725,30396,1725,30396,0,0,6,65,,,,,,,
2022,16,พะเยา,393,4861,393,4861,0,0,0,26,,,,,,,
2022,16,พังงา,624,8806,604,8447,0,0,0,31,,,,,,,
2022,16,พัทลุง,1333,20299,1333,20299,0,0,1,94,,,,,,,
2022,16,พิจิตร,389,4568,389,4568,0,0,13,45,,,,,,,
2022,16,พิษณุโลก,1747,15669,1747,15669,0,0,9,60,,,,,,,
2022,16,ภูเก็ต,1197,49641,1021,40760,0,0,2,107,,,,,,,
2022,16,มหาสารคาม,2282,20258,2282,20251,0,0,11,49,,,,,,,
2022,16,มุกดาหาร,488,5258,488,5256,0,0,11,30,,,,,,,
2022,16,ยะลา,176,8984,170,8971,0,0,2,61,,,,,,,
2022,16,ยโสธร,833,9175,833,9172,0,0,2,20,,,,,,,
2022,16,ร้อยเอ็ด,3116,30231,3116,30227,0,0,33,124,,,,,,,
2022,16,ระนอง,345,8893,345,8838,0,0,2,20,,,,,,,
2022,16,ระยอง,2023,34731,2023,34704,0,0,13,94,,,,,,,
2022,16,ราชบุรี,2183,34353,2183,34352,0,0,5,100,,,,,,,
2022,16,ลพบุรี,763,12855,763,12851,0,0,20,131,,,,,,,
2022,16,ลำปาง,1133,8060,1133,8058,0,0,6,43,,,,,,,
2022,16,ลำพูน,7,945,7,944,0,0,0,3,,,,,,,
2022,16,ศรีสะเกษ,3401,21596,3401,21586,0,0,18,111,,,,,,,
2022,16,สกลนคร,2313,14347,2313,14345,0,0,9,52,,,,,,,
2022,16,สงขลา,2206,29327,2200,29208,0,0,11,90,,,,,,,
2022,16,สตูล,298,9544,298,9531,0,0,5,66,,,,,,,
2022,16,สมุทรปราการ,4550,85683,4483,85253,0,0,26,185,,,,,,,
2022,16,สมุทรสงคราม,406,12352,406,12352,0,0,8,37,,,,,,,
2022,16,สมุทรสาคร,3275,47960,3275,47959,0,0,9,113,,,,,,,
2022,16,สระบุรี,629,17132,629,17129,0,0,18,83,,,,,,,
2022,16,สระแก้ว,1177,14512,1151,14052,0,0,7,59,,,,,,,
2022,16,สิงห์บุรี,690,5678,690,5677,0,0,7,25,,,,,,,
2022,16,สุพรรณบุรี,2096,26449,2096,26444,0,0,9,91,,,,,,,
2022,16,สุราษฎร์ธานี,610,17670,610,17063,0,0,2,99,,,,,,,
2022,16,สุรินทร์,2160,23003,2160,22985,0,0,12,59,,,,,,,
2022,16,สุโขทัย,1508,11956,1508,11954,0,0,17,83,,,,,,,
2022,16,หนองคาย,2305,17411,2305,17394,0,0,7,36,,,,,,,
2022,16,หนองบัวลำภู,813,8328,813,8328,0,0,9,28,,,,,,,
2022,16,อ่างทอง,1172,11539,1172,11539,0,0,8,27,,,,,,,
2022,16,อำนาจเจริญ,669,5100,669,5096,0,0,1,18,,,,,,,
2022,16,อุดรธานี,2230,22300,2230,22277,0,0,25,85,,,,,,,
2022,16,อุตรดิตถ์,363,6654,363,6653,0,0,5,40,,,,,,,
2022,16,อุทัยธานี,927,6487,927,6487,0,0,9,27,,,,,,,
2022,16,อุบลราชธานี,2683,28931,2683,28913,0,0,30,170,,,,,,,
2022,16,เชียงราย,250,4232,250,4197,0,0,8,81,,,,,,,
2022,16,เชียงใหม่,1875,28769,1875,28701,0,0,17,131,,,,,,,
2022,16,เพชรบุรี,846,16462,846,16440,0,0,8,50,,,,,,,
2022,16,เพชรบูรณ์,704,9508,704,9505,0,0,3,37,,,,,,,
2022,16,เลย,1318,12443,1318,12442,0,0,21,60,,,,,,,
2022,16,แพร่,971,7205,971,7201,0,0,6,37,,,,,,,
2022,16,แม่ฮ่องสอน,160,2094,160,2094,0,0,8,32,,,,,,,
2022,16,ไม่ระบุ,0,0,0,0,0,0,0,0,,,,,,,
2022,17,กระบี่,274,11480,265,11212,0,0,8,87,,,,,,,
2022,17,กรุงเทพมหานคร,22321,278523,22216,276655,0,0,78,879,,,,,,,
2022,17,กาญจนบุรี,1332,22399,1332,22349,0,0,21,134,,,,,,,
2022,17,กาฬสินธุ์,1235,18855,1235,18853,0,0,19,121,,,,,,,
2022,17,กำแพงเพชร,789,14405,789,14402,0,0,12,82,,,,,,,
2022,17,ขอนแก่น,3791,43815,3791,43793,0,0,17,78,,,,,,,
2022,17,จันทบุรี,935,16201,935,16187,0,0,2,39,,,,,,,
2022,17,ฉะเชิงเทรา,2008,34568,2008,34563,0,0,6,64,,,,,,,
2022,17,ชลบุรี,3682,98121,3629,96511,0,0,34,278,,,,,,,
2022,17,ชัยนาท,176,3702,176,3702,0,0,0,4,,,,,,,
2022,17,ชัยภูมิ,1146,16225,1146,16224,0,0,5,42,,,,,,,
2022,17,ชุมพร,216,11842,216,11842,0,0,2,61,,,,,,,
2022,17,ตรัง,163,9230,163,9223,0,0,4,64,,,,,,,
2022,17,ตราด,355,7044,355,6931,0,0,9,80,,,,,,,
2022,17,ตาก,362,10463,355,10342,0,0,0,64,,,,,,,
2022,17,ทั้งประเทศ,102859,1877138,102355,1861051,138757,1902362,877,6828,504,196,101825,110023,-7164,880,-3
2022,17,นครนายก,550,10066,550,10066,0,0,8,46,,,,,,,
2022,17,นครปฐม,2057,39002,2057,39002,0,0,14,121,,,,,,,
2022,17,นครพนม,1170,9959,1170,9958,0,0,2,24,,,,,,,
2022,17,นครราชสีมา,1996,40527,1996,40524,0,0,32,178,,,,,,,
2022,17,นครศรีธรรมราช,1854,70568,1854,70567,0,0,23,150,,,,,,,
2022,17,นครสวรรค์,983,19032,983,19025,0,0,15,93,,,,,,,
2022,17,นนทบุรี,2333,62008,2333,61987,0,0,7,35,,,,,,,
2022,17,นราธิวาส,163,7265,163,7256,0,0,0,21,,,,,,,
2022,17,น่าน,671,10115,671,10112,0,0,1,13,,,,,,,
2022,17,บึงกาฬ,891,8251,891,8247,0,0,6,17,,,,,,,
2022,17,บุรีรัมย์,3114,38705,3114,38699,0,0,9,76,,,,,,,
2022,17,ปทุมธานี,1751,36443,1751,36432,0,0,19,154,,,,,,,
2022,17,ประจวบคีรีขันธ์,605,19786,604,19435,0,0,13,75,,,,,,,
2022,17,ปราจีนบุรี,1256,21015,1256,21012,0,0,12,64,,,,,,,
2022,17,ปัตตานี,147,10335,141,10301,0,0,3,73,,,,,,,
2022,17,พระนครศรีอยุธยา,1191,31587,1191,31587,0,0,7,72,,,,,,,
2022,17,พะเยา,262,5123,262,5123,0,0,5,31,,,,,,,
2022,17,พังงา,552,9358,544,8991,0,0,0,31,,,,,,,
2022,17,พัทลุง,1003,21302,1003,21302,0,0,1,95,,,,,,,
2022,17,พิจิตร,305,4873,305,4873,0,0,15,60,,,,,,,
2022,17,พิษณุโลก,993,16662,993,16662,0,0,7,67,,,,,,,
2022,17,ภูเก็ต,792,50433,652,41412,0,0,3,110,,,,,,,
2022,17,มหาสารคาม,2028,22286,2028,22279,0,0,14,63,,,,,,,
