year,weeknum,province,new_case,total_case,new_case_excludeabroad,total_case_excludeabroad,new_recovered,total_recovered,new_death,total_death,case_foreign,case_prison,case_walkin,case_new_prev,case_new_diff,death_new_prev,death_new_diff
2022,27,นครพนม,266,12944,266,12943,0,0,0,58,,,,,,,
2022,27,นครราชสีมา,567,44683,567,44679,0,0,6,309,,,,,,,
2022,27,นครศรีธรรมราช,1150,75572,1150,75571,0,0,1,196,,,,,,,
2022,27,นครสวรรค์,616,22319,616,22312,0,0,2,132,,,,,,,
2022,27,นนทบุรี,885,68514,885,68492,0,0,4,62,,,,,,,
2022,27,นราธิวาส,53,7701,53,7692,0,0,0,24,,,,,,,
2022,27,น่าน,312,11503,312,11500,0,0,0,25,,,,,,,
2022,27,บึงกาฬ,190,9682,190,9678,0,0,0,18,,,,,,,
2022,27,บุรีรัมย์,842,46572,842,46566,0,0,0,90,,,,,,,
2022,27,ปทุมธานี,718,40415,718,40404,0,0,3,180,,,,,,,
2022,27,ประจวบคีรีขันธ์,482,22270,482,21919,0,0,3,100,,,,,,,
2022,27,ปราจีนบุรี,516,23700,516,23696,0,0,2,92,,,,,,,
2022,27,ปัตตานี,68,10788,68,10747,0,0,0,77,,,,,,,
2022,27,พระนครศรีอยุธยา,430,34486,430,34486,0,0,1,95,,,,,,,
2022,27,พะเยา,74,5790,74,5790,0,0,1,57,,,,,,,
2022,27,พังงา,111,9951,106,9568,0,0,0,31,,,,,,,
2022,27,พัทลุง,407,23003,407,23003,0,0,0,95,,,,,,,
2022,27,พิจิตร,79,5629,79,5629,0,0,0,70,,,,,,,
2022,27,พิษณุโลก,436,19283,436,19283,0,0,2,85,,,,,,,
2022,27,ภูเก็ต,378,52139,348,42965,0,0,5,127,,,,,,,
2022,27,มหาสารคาม,575,26305,575,26298,0,0,1,94,,,,,,,
2022,27,มุกดาหาร,128,6471,128,6469,0,0,2,42,,,,,,,
2022,27,ยะลา,87,9507,87,9493,0,0,1,71,,,,,,,
2022,27,ยโสธร,311,13013,311,13010,0,0,4,93,,,,,,,
2022,27,ร้อยเอ็ด,815,38270,815,38266,0,0,0,217,,,,,,,
2022,27,ระนอง,204,10054,204,9999,0,0,0,24,,,,,,,
2022,27,ระยอง,741,40288,741,40257,0,0,1,144,,,,,,,
2022,27,ราชบุรี,784,38609,784,38608,0,0,2,177,,,,,,,
2022,27,ลพบุรี,302,15081,302,15077,0,0,0,183,,,,,,,
2022,27,ลำปาง,183,8921,183,8919,0,0,2,92,,,,,,,
2022,27,ลำพูน,15,1048,15,1047,0,0,0,24,,,,,,,
2022,27,ศรีสะเกษ,925,28835,925,28825,0,0,2,206,,,,,,,
2022,27,สกลนคร,478,19534,478,19532,0,0,2,128,,,,,,,
2022,27,สงขลา,759,33484,758,33354,0,0,2,123,,,,,,,
2022,27,สตูล,124,10259,124,10245,0,0,0,71,,,,,,,
2022,27,สมุทรปราการ,2136,99309,2136,98819,0,0,8,258,,,,,,,
2022,27,สมุทรสงคราม,91,13236,91,13236,0,0,2,60,,,,,,,
2022,27,สมุทรสาคร,936,54710,936,54709,0,0,2,130,,,,,,,
2022,27,สระบุรี,195,18600,195,18597,0,0,1,130,,,,,,,
2022,27,สระแก้ว,439,18435,421,17893,0,0,0,79,,,,,,,
2022,27,สิงห์บุรี,187,7665,187,7664,0,0,2,51,,,,,,,
2022,27,สุพรรณบุรี,662,31579,662,31574,0,0,2,151,,,,,,,
2022,27,สุราษฎร์ธานี,169,19496,169,18887,0,0,3,129,,,,,,,
2022,27,สุรินทร์,618,30491,618,30473,0,0,1,93,,,,,,,
2022,27,สุโขทัย,345,14992,345,14990,0,0,0,128,,,,,,,
2022,27,หนองคาย,520,21499,520,21378,0,0,1,66,,,,,,,
2022,27,หนองบัวลำภู,282,10714,282,10714,0,0,0,67,,,,,,,
2022,27,อ่างทอง,327,14639,327,14639,0,0,3,52,,,,,,,
2022,27,อำนาจเจริญ,160,7238,160,7234,0,0,0,34,,,,,,,
2022,27,อุดรธานี,590,27180,590,27157,0,0,3,161,,,,,,,
2022,27,อุตรดิตถ์,126,7759,126,7758,0,0,0,62,,,,,,,
2022,27,อุทัยธานี,278,9621,278,9621,0,0,1,74,,,,,,,
2022,27,อุบลราชธานี,791,37638,791,37620,0,0,6,273,,,,,,,
2022,27,เชียงราย,50,5188,50,5153,0,0,1,119,,,,,,,
2022,27,เชียงใหม่,668,33894,668,33825,0,0,6,238,,,,,,,
2022,27,เพชรบุรี,303,19100,303,19078,0,0,1,82,,,,,,,
2022,27,เพชรบูรณ์,157,11888,157,11885,0,0,0,52,,,,,,,
2022,27,เลย,385,15756,385,15755,0,0,3,118,,,,,,,
2022,27,แพร่,132,8763,132,8759,0,0,0,58,,,,,,,
2022,27,แม่ฮ่องสอน,52,2450,52,2450,0,0,0,38,,,,,,,
2022,27,ไม่ระบุ,0,0,0,0,0,0,0,0,,,,,,,
2022,28,กระบี่,9,12200,9,11908,0,0,0,89,,,,,,,
2022,28,กรุงเทพมหานคร,9767,413622,9767,411706,0,0,36,1097,,,,,,,
2022,28,กาญจนบุรี,18,25272,18,25222,0,0,0,158,,,,,,,
2022,28,กาฬสินธุ์,34,22750,34,22748,0,0,0,155,,,,,,,
2022,28,กำแพงเพชร,12,16333,12,16330,0,0,2,125,,,,,,,
2022,28,ขอนแก่น,239,51707,239,51685,0,0,5,137,,,,,,,
2022,28,จันทบุรี,39,18946,39,18932,0,0,2,50,,,,,,,
2022,28,ฉะเชิงเทรา,85,39094,85,39089,0,0,1,92,,,,,,,
2022,28,ชลบุรี,718,109248,714,107468,0,0,18,363,,,,,,,
2022,28,ชัยนาท,0,4052,0,4052,0,0,2,8,,,,,,,
2022,28,ชัยภูมิ,53,19410,53,19409,0,0,2,59,,,,,,,
2022,28,ชุมพร,79,12959,79,12959,0,0,1,71,,,,,,,
2022,28,ตรัง,8,9634,8,9627,0,0,0,65,,,,,,,
2022,28,ตราด,65,8652,65,8532,0,0,0,107,,,,,,,
2022,28,ตาก,12,11420,12,11294,0,0,0,70,,,,,,,
2022,28,ทั้งประเทศ,13962,2221033,13958,2204422,14664,2333662,165,9280,4,21,13937,14021,-59,160,5
2022,28,นครนายก,28,11685,28,11685,0,0,1,70,,,,,,,
2022,28,นครปฐม,44,42834,44,42834,0,0,2,156,,,,,,,
2022,28,นครพนม,27,12971,27,12970,0,0,0,58,,,,,,,
2022,28,นครราชสีมา,65,44748,65,44744,0,0,5,314,,,,,,,
2022,28,นครศรีธรรมราช,68,75640,68,75639,0,0,1,197,,,,,,,
2022,28,นครสวรรค์,82,22401,82,22394,0,0,2,134,,,,,,,
2022,28,นนทบุรี,73,68587,73,68565,0,0,7,69,,,,,,,
2022,28,นราธิวาส,3,7704,3,7695,0,0,0,24,,,,,,,
2022,28,น่าน,7,11510,7,11507,0,0,1,26,,,,,,,
2022,28,บึงกาฬ,1,9683,1,9679,0,0,0,18,,,,,,,
2022,28,บุรีรัมย์,41,46613,41,46607,0,0,1,91,,,,,,,
2022,28,ปทุมธานี,127,40542,127,40531,0,0,1,181,,,,,,,
2022,28,ประจวบคีรีขันธ์,55,22325,55,21974,0,0,1,101,,,,,,,
2022,28,ปราจีนบุรี,24,23724,24,23720,0,0,1,93,,,,,,,
2022,28,ปัตตานี,6,10794,6,10753,0,0,0,77,,,,,,,
2022,28,พระนครศรีอยุธยา,16,34502,16,34502,0,0,0,95,,,,,,,
2022,28,พะเยา,31,5821,31,5821,0,0,0,57,,,,,,,
2022,28,พังงา,0,9951,0,9568,0,0,0,31,,,,,,,
2022,28,พัทลุง,4,23007,4,23007,0,0,0,95,,,,,,,
2022,28,พิจิตร,26,5655,26,5655,0,0,1,71,,,,,,,
2022,28,พิษณุโลก,62,19345,62,19345,0,0,3,88,,,,,,,
2022,28,ภูเก็ต,114,52253,114,43079,0,0,4,131,,,,,,,
2022,28,มหาสารคาม,50,26355,50,26348,0,0,4,98,,,,,,,
2022,28,มุกดาหาร,8,6479,8,6477,0,0,0,42,,,,,,,
2022,28,ยะลา,7,9514,7,9500,0,0,0,71,,,,,,,
2022,28,ยโสธร,24,13037,24,13034,0,0,2,95,,,,,,,
2022,28,ร้อยเอ็ด,39,38309,39,38305,0,0,0,217,,,,,,,
2022,28,ระนอง,10,10064,10,10009,0,0,0,24,,,,,,,
2022,28,ระยอง,61,40349,61,40318,0,0,5,149,,,,,,,
2022,28,ราชบุรี,66,38675,66,38674,0,0,2,179,,,,,,,
2022,28,ลพบุรี,19,15100,19,15096,0,0,0,183,,,,,,,
2022,28,ลำปาง,13,8934,13,8932,0,0,4,96,,,,,,,
2022,28,ลำพูน,9,1057,9,1056,0,0,0,24,,,,,,,
2022,28,ศรีสะเกษ,17,28852,17,28842,0,0,0,206,,,,,,,
2022,28,สกลนคร,12,19546,12,19544,0,0,3,131,,,,,,,
2022,28,สงขลา,175,33659,175,33529,0,0,0,123,,,,,,,
2022,28,สตูล,4,10263,4,10249,0,0,0,71,,,,,,,
2022,28,สมุทรปราการ,734,100043,734,99553,0,0,15,273,,,,,,,
2022,28,สมุทรสงคราม,1,13237,1,13237,0,0,2,62,,,,,,,
2022,28,สมุทรสาคร,20,54730,20,54729,0,0,0,130,,,,,,,
2022,28,สระบุรี,41,18641,41,18638,0,0,3,133,,,,,,,
2022,28,สระแก้ว,28,18463,28,17921,0,0,0,79,,,,,,,
2022,28,สิงห์บุรี,13,7678,13,7677,0,0,2,53,,,,,,,
2022,28,สุพรรณบุรี,13,31592,13,31587,0,0,3,154,,,,,,,
2022,28,สุราษฎร์ธานี,54,19550,54,18941,0,0,1,130,,,,,,,
2022,28,สุรินทร์,7,30498,7,30480,0,0,1,94,,,,,,,
2022,28,สุโขทัย,11,15003,11,15001,0,0,0,128,,,,,,,
2022,28,หนองคาย,21,21520,21,21399,0,0,0,66,,,,,,,
2022,28,หนองบัวลำภู,2,10716,2,10716,0,0,0,67,,,,,,,
2022,28,อ่างทอง,34,14673,34,14673,0,0,1,53,,,,,,,
2022,28,อำนาจเจริญ,1,7239,1,7235,0,0,0,34,,,,,,,
2022,28,อุดรธานี,21,27201,21,27178,0,0,2,163,,,,,,,
2022,28,อุตรดิตถ์,44,7803,44,7802,0,0,0,62,,,,,,,
2022,28,อุทัยธานี,44,9665,44,9665,0,0,5,79,,,,,,,
2022,28,อุบลราชธานี,85,37723,85,37705,0,0,3,276,,,,,,,
2022,28,เชียงราย,27,5215,27,5180,0,0,0,119,,,,,,,
2022,28,เชียงใหม่,132,34026,132,33957,0,0,2,240,,,,,,,
2022,28,เพชรบุรี,28,19128,28,19106,0,0,2,84,,,,,,,
2022,28,เพชรบูรณ์,12,11900,12,11897,0,0,0,52,,,,,,,
2022,28,เลย,13,15769,13,15768,0,0,2,120,,,,,,,
2022,28,แพร่,19,8782,19,8778,0,0,1,59,,,,,,,
2022,28,แม่ฮ่องสอน,1,2451,1,2451,0,0,0,38,,,,,,,
2022,28,ไม่ระบุ,0,0,0,0,0,0,0,0,,,,,,,
2022,29,กระบี่,1,12201,1,11909,0,0,0,89,,,,,,,
2022,29,กรุงเทพมหานคร,10732,424354,10732,422438,0,0,25,1122,,,,,,,
2022,29,กาญจนบุรี,15,25287,15,25237,0,0,0,158,,,,,,,
2022,29,กาฬสินธุ์,43,22793,43,22791,0,0,0,155,,,,,,,
2022,29,กำแพงเพชร,10,16343,10,16340,0,0,3,128,,,,,,,
2022,29,ขอนแก่น,313,52020,313,51998,0,0,6,143,,,,,,,
2022,29,จันทบุรี,37,18983,37,18969,0,0,2,52,,,,,,,
2022,29,ฉะเชิงเทรา,116,39210,116,39205,0,0,1,93,,,,,,,
2022,29,ชลบุรี,574,109822,572,108040,0,0,14,377,,,,,,,
2022,29,ชัยนาท,61,4113,61,4113,0,0,0,8,,,,,,,
2022,29,ชัยภูมิ,13,19423,13,19422,0,0,1,60,,,,,,,
2022,29,ชุมพร,142,13101,142,13101,0,0,0,71,,,,,,,
2022,29,ตรัง,17,9651,17,9644,0,0,0,65,,,,,,,
2022,29,ตราด,57,8709,57,8589,0,0,2,109,,,,,,,
2022,29,ตาก,17,11437,17,11311,0,0,0,70,,,,,,,
2022,29,ทั้งประเทศ,16462,2237495,16458,2220880,15480,2349142,149,9429,4,22,16436,15909,553,140,9
2022,29,นครนายก,62,11747,62,11747,0,0,1,71,,,,,,,
2022,29,นครปฐม,99,42933,99,42933,0,0,0,156,,,,,,,
2022,29,นครพนม,37,13008,37,13007,0,0,0,58,,,,,,,
2022,29,นครราชสีมา,195,44943,195,44939,0,0,3,317,,,,,,,
2022,29,นครศรีธรรมราช,150,75790,150,75789,0,0,3,200,,,,,,,
2022,29,นครสวรรค์,55,22456,55,22449,0,0,3,137,,,,,,,
2022,29,นนทบุรี,123,68710,123,68688,0,0,2,71,,,,,,,
2022,29,นราธิวาส,3,7707,3,7698,0,0,0,24,,,,,,,
2022,29,น่าน,8,11518,8,11515,0,0,0,26,,,,,,,
2022,29,บึงกาฬ,9,9692,9,9688,0,0,0,18,,,,,,,
2022,29,บุรีรัมย์,53,46666,53,46660,0,0,0,91,,,,,,,
2022,29,ปทุมธานี,118,40660,118,40649,0,0,4,185,,,,,,,
2022,29,ประจวบคีรีขันธ์,57,22382,57,22031,0,0,1,102,,,,,,,
2022,29,ปราจีนบุรี,56,23780,56,23776,0,0,1,94,,,,,,,
2022,29,ปัตตานี,5,10799,5,10758,0,0,0,77,,,,,,,
2022,29,พระนครศรีอยุธยา,39,34541,39,34541,0,0,1,96,,,,,,,
2022,29,พะเยา,31,5852,31,5852,0,0,0,57,,,,,,,
2022,29,พังงา,0,9951,0,9568,0,0,0,31,,,,,,,
2022,29,พัทลุง,5,23012,5,23012,0,0,0,95,,,,,,,
2022,29,พิจิตร,6,5661,6,5661,0,0,0,71,,,,,,,
2022,29,พิษณุโลก,70,19415,70,19415,0,0,0,88,,,,,,,
2022,29,ภูเก็ต,104,52357,104,43183,0,0,4,135,,,,,,,
2022,29,มหาสารคาม,104,26459,104,26452,0,0,1,99,,,,,,,
2022,29,มุกดาหาร,31,6510,31,6508,0,0,0,42,,,,,,,
2022,29,ยะลา,12,9526,12,9512,0,0,1,72,,,,,,,
2022,29,ยโสธร,25,13062,25,13059,0,0,1,96,,,,,,,
2022,29,ร้อยเอ็ด,56,38365,56,38361,0,0,1,218,,,,,,,
2022,29,ระนอง,26,10090,26,10035,0,0,0,24,,,,,,,
2022,29,ระยอง,150,40499,148,40466,0,0,10,159,,,,,,,
2022,29,ราชบุรี,81,38756,81,38755,0,0,1,180,,,,,,,
2022,29,ลพบุรี,33,15133,33,15129,0,0,0,183,,,,,,,
2022,29,ลำปาง,7,8941,7,8939,0,0,3,99,,,,,,,
2022,29,ลำพูน,7,1064,7,1063,0,0,2,26,,,,,,,
2022,29,ศรีสะเกษ,4,28856,4,28846,0,0,1,207,,,,,,,
2022,29,สกลนคร,79,19625,79,19623,0,0,5,136,,,,,,,
2022,29,สงขลา,162,33821,162,33691,0,0,4,127,,,,,,,
2022,29,สตูล,7,10270,7,10256,0,0,0,71,,,,,,,
2022,29,สมุทรปราการ,1008,101051,1008,100561,0,0,12,285,,,,,,,
2022,29,สมุทรสงคราม,4,13241,4,13241,0,0,0,62,,,,,,,
2022,29,สมุทรสาคร,71,54801,71,54800,0,0,1,131,,,,,,,
2022,29,สระบุรี,70,18711,70,18708,0,0,0,133,,,,,,,
2022,29,สระแก้ว,50,18513,50,17971,0,0,0,79,,,,,,,
2022,29,สิงห์บุรี,46,7724,46,7723,0,0,5,58,,,,,,,
2022,29,สุพรรณบุรี,29,31621,29,31616,0,0,2,156,,,,,,,
2022,29,สุราษฎร์ธานี,54,19604,54,18995,0,0,0,130,,,,,,,
2022,29,สุรินทร์,103,30601,103,30583,0,0,1,95,,,,,,,
2022,29,สุโขทัย,18,15021,18,15019,0,0,0,128,,,,,,,
2022,29,หนองคาย,41,21561,41,21440,0,0,0,66,,,,,,,
2022,29,หนองบัวลำภู,4,10720,4,10720,0,0,2,69,,,,,,,
2022,29,อ่างทอง,92,14765,92,14765,0,0,2,55,,,,,,,
2022,29,อำนาจเจริญ,0,7239,0,7235,0,0,1,35,,,,,,,
2022,29,อุดรธานี,20,27221,20,27198,0,0,7,170,,,,,,,
2022,29,อุตรดิตถ์,211,8014,211,8013,0,0,0,62,,,,,,,
2022,29,อุทัยธานี,74,9739,74,9739,0,0,4,83,,,,,,,
2022,29,อุบลราชธานี,118,37841,118,37823,0,0,1,277,,,,,,,
2022,29,เชียงราย,26,5241,26,5206,0,0,0,119,,,,,,,
2022,29,เชียงใหม่,110,34136,110,34067,0,0,1,241,,,,,,,
2022,29,เพชรบุรี,34,19162,34,19140,0,0,1,85,,,,,,,
2022,29,เพชรบูรณ์,18,11918,18,11915,0,0,0,52,,,,,,,
2022,29,เลย,30,15799,30,15798,0,0,1,121,,,,,,,
2022,29,แพร่,10,8792,10,8788,0,0,1,60,,,,,,,
2022,29,แม่ฮ่องสอน,4,2455,4,2455,0,0,0,38,,,,,,,
2022,29,ไม่ระบุ,0,0,0,0,0,0,0,0,,,,,,,
2022,30,กระบี่,15,12216,15,11924,0,0,3,92,,,,,,,
2022,30,กรุงเทพมหานคร,9367,433721,9367,431805,0,0,60,1182,,,,,,,
2022,30,กาญจนบุรี,11,25298,11,25248,0,0,0,158,,,,,,,
2022,30,กาฬสินธุ์,77,22870,77,22868,0,0,0,155,,,,,,,
2022,30,กำแพงเพชร,0,16343,0,16340,0,0,1,129,,,,,,,
2022,30,ขอนแก่น,259,52279,259,52257,0,0,2,145,,,,,,,
2022,30,จันทบุรี,41,19024,41,19010,0,0,1,53,,,,,,,
2022,30,ฉะเชิงเทรา,61,39271,61,39266,0,0,2,95,,,,,,,
2022,30,ชลบุรี,606,110428,604,108644,0,0,11,388,,,,,,,
2022,30,ชัยนาท,0,4113,0,4113,0,0,0,8,,,,,,,
2022,30,ชัยภูมิ,18,19441,18,19440,0,0,0,60,,,,,,,
2022,30,ชุมพร,130,13231,130,13231,0,0,1,72,,,,,,,
2022,30,ตรัง,166,9817,166,9810,0,0,0,65,,,,,,,
2022,30,ตราด,82,8791,82,8671,0,0,2,111,,,,,,,
2022,30,ตาก,19,11456,19,11330,0,0,0,70,,,,,,,
2022,30,ทั้งประเทศ,15049,2252544,15047,2235927,15194,2364336,232,9661,2,49,14998,15665,-616,229,3
2022,30,นครนายก,53,11800,53,11800,0,0,5,76,,,,,,,
2022,30,นครปฐม,53,42986,53,42986,0,0,6,162,,,,,,,
2022,30,นครพนม,18,13026,18,13025,0,0,0,58,,,,,,,
2022,30,นครราชสีมา,204,45147,204,45143,0,0,2,319,,,,,,,
2022,30,นครศรีธรรมราช,147,75937,147,75936,0,0,5,205,,,,,,,
2022,30,นครสวรรค์,78,22534,78,22527,0,0,4,141,,,,,,,
2022,30,นนทบุรี,137,68847,137,68825,0,0,8,79,,,,,,,
2022,30,นราธิวาส,2,7709,2,7700,0,0,0,24,,,,,,,
2022,30,น่าน,7,11525,7,11522,0,0,2,28,,,,,,,
2022,30,บึงกาฬ,6,9698,6,9694,0,0,2,20,,,,,,,
2022,30,บุรีรัมย์,81,46747,81,46741,0,0,0,91,,,,,,,
2022,30,ปทุมธานี,179,40839,179,40828,0,0,3,188,,,,,,,
2022,30,ประจวบคีรีขันธ์,85,22467,85,22116,0,0,4,106,,,,,,,
2022,30,ปราจีนบุรี,22,23802,22,23798,0,0,1,95,,,,,,,
2022,30,ปัตตานี,3,10802,3,10761,0,0,1,78,,,,,,,
2022,30,พระนครศรีอยุธยา,17,34558,17,34558,0,0,5,101,,,,,,,
2022,30,พะเยา,2,5854,2,5854,0,0,0,57,,,,,,,
2022,30,พังงา,0,9951,0,9568,0,0,0,31,,,,,,,
2022,30,พัทลุง,2,23014,2,23014,0,0,0,95,,,,,,,
2022,30,พิจิตร,9,5670,9,5670,0,0,1,72,,,,,,,
2022,30,พิษณุโลก,85,19500,85,19500,0,0,1,89,,,,,,,
2022,30,ภูเก็ต,84,52441,84,43267,0,0,5,140,,,,,,,
2022,30,มหาสารคาม,48,26507,48,26500,0,0,2,101,,,,,,,
2022,30,มุกดาหาร,6,6516,6,6514,0,0,0,42,,,,,,,
2022,30,ยะลา,5,9531,5,9517,0,0,0,72,,,,,,,
2022,30,ยโสธร,36,13098,36,13095,0,0,0,96,,,,,,,
2022,30,ร้อยเอ็ด,55,38420,55,38416,0,0,6,224,,,,,,,
2022,30,ระนอง,22,10112,22,10057,0,0,0,24,,,,,,,
2022,30,ระยอง,101,40600,101,40567,0,0,3,162,,,,,,,
2022,30,ราชบุรี,57,38813,57,38812,0,0,1,181,,,,,,,
2022,30,ลพบุรี,15,15148,15,15144,0,0,5,188,,,,,,,
2022,30,ลำปาง,8,8949,8,8947,0,0,2,101,,,,,,,
2022,30,ลำพูน,22,1086,22,1085,0,0,1,27,,,,,,,
2022,30,ศรีสะเกษ,6,28862,6,28852,0,0,3,210,,,,,,,
2022,30,สกลนคร,53,19678,53,19676,0,0,4,140,,,,,,,
2022,30,สงขลา,131,33952,131,33822,0,0,4,131,,,,,,,
2022,30,สตูล,20,10290,20,10276,0,0,0,71,,,,,,,
2022,30,สมุทรปราการ,1122,102173,1122,101683,0,0,13,298,,,,,,,
2022,30,สมุทรสงคราม,7,13248,7,13248,0,0,2,64,,,,,,,
2022,30,สมุทรสาคร,105,54906,105,54905,0,0,1,132,,,,,,,
2022,30,สระบุรี,50,18761,50,18758,0,0,2,135,,,,,,,
2022,30,สระแก้ว,57,18570,57,18028,0,0,0,79,,,,,,,
2022,30,สิงห์บุรี,41,7765,41,7764,0,0,5,63,,,,,,,
2022,30,สุพรรณบุรี,15,31636,15,31631,0,0,2,158,,,,,,,
2022,30,สุราษฎร์ธานี,69,19673,69,19064,0,0,4,134,,,,,,,
2022,30,สุรินทร์,73,30674,73,30656,0,0,1,96,,,,,,,
2022,30,สุโขทัย,1,15022,1,15020,0,0,8,136,,,,,,,
2022,30,หนองคาย,55,21616,55,21495,0,0,0,66,,,,,,,
2022,30,หนองบัวลำภู,14,10734,14,10734,0,0,0,69,,,,,,,
2022,30,อ่างทอง,60,14825,60,14825,0,0,2,57,,,,,,,
2022,30,อำนาจเจริญ,3,7242,3,7238,0,0,0,35,,,,,,,
2022,30,อุดรธานี,16,27237,16,27214,0,0,2,172,,,,,,,
2022,30,อุตรดิตถ์,66,8080,66,8079,0,0,0,62,,,,,,,
2022,30,อุทัยธานี,90,9829,90,9829,0,0,5,88,,,,,,,
2022,30,อุบลราชธานี,203,38044,203,38026,0,0,3,280,,,,,,,
2022,30,เชียงราย,40,5281,40,5246,0,0,1,120,,,,,,,
2022,30,เชียงใหม่,131,34267,131,34198,0,0,8,249,,,,,,,
2022,30,เพชรบุรี,34,19196,34,19174,0,0,2,87,,,,,,,
2022,30,เพชรบูรณ์,40,11958,40,11955,0,0,0,52,,,,,,,
2022,30,เลย,13,15812,13,15811,0,0,0,121,,,,,,,
2022,30,แพร่,20,8812,20,8808,0,0,2,62,,,,,,,
2022,30,แม่ฮ่องสอน,13,2468,13,2468,0,0,0,38,,,,,,,
2022,30,ไม่ระบุ,0,0,0,0,0,0,0,0,,,,,,,
2022,31,กระบี่,134,12350,133,12057,0,0,1,93,,,,,,,
2022,31,กรุงเทพมหานคร,14395,448116,14381,446186,0,0,35,1217,,,,,,,
2022,31,กาญจนบุรี,587,25885,587,25835,0,0,0,158,,,,,,,
2022,31,กาฬสินธุ์,460,23330,460,23328,0,0,1,156,,,,,,,
2022,31,กำแพงเพชร,350,16693,350,16690,0,0,0,129,,,,,,,
2022,31,ขอนแก่น,1710,53989,1710,53967,0,0,2,147,,,,,,,
2022,31,จันทบุรี,419,19443,418,19428,0,0,0,53,,,,,,,
2022,31,ฉะเชิงเทรา,694,39965,694,39960,0,0,5,100,,,,,,,
2022,31,ชลบุรี,2143,112571,2121,110765,0,0,16,404,,,,,,,
2022,31,ชัยนาท,14,4127,14,4127,0,0,0,8,,,,,,,
2022,31,ชัยภูมิ,283,19724,283,19723,0,0,2,62,,,,,,,
2022,31,ชุมพร,269,13500,269,13500,0,0,1,73,,,,,,,
2022,31,ตรัง,114,9931,114,9924,0,0,0,65,,,,,,,
2022,31,ตราด,262,9053,262,8933,0,0,1,112,,,,,,,
2022,31,ตาก,128,11584,125,11455,0,0,0,70,,,,,,,
2022,31,ทั้งประเทศ,48068,2300612,47961,2283888,17718,2382054,202,9863,107,100,47597,47649,419,199,3
2022,31,นครนายก,143,11943,143,11943,0,0,5,81,,,,,,,
2022,31,นครปฐม,863,43849,863,43849,0,0,2,164,,,,,,,
2022,31,นครพนม,257,13283,257,13282,0,0,2,60,,,,,,,
2022,31,นครราชสีมา,709,45856,709,45852,0,0,10,329,,,,,,,
2022,31,นครศรีธรรมราช,1077,77014,1077,77013,0,0,5,210,,,,,,,
2022,31,นครสวรรค์,510,23044,510,23037,0,0,2,143,,,,,,,
2022,31,นนทบุรี,1230,70077,1230,70055,0,0,5,84,,,,,,,
2022,31,นราธิวาส,61,7770,61,7761,0,0,0,24,,,,,,,
2022,31,น่าน,174,11699,174,11696,0,0,0,28,,,,,,,
2022,31,บึงกาฬ,319,10017,319,10013,0,0,0,20,,,,,,,
2022,31,บุรีรัมย์,917,47664,917,47658,0,0,0,91,,,,,,,
2022,31,ปทุมธานี,631,41470,631,41459,0,0,6,194,,,,,,,
2022,31,ประจวบคีรีขันธ์,439,22906,439,22555,0,0,2,108,,,,,,,
2022,31,ปราจีนบุรี,406,24208,406,24204,0,0,2,97,,,,,,,
2022,31,ปัตตานี,109,10911,105,10866,0,0,0,78,,,,,,,
2022,31,พระนครศรีอยุธยา,534,35092,534,35092,0,0,2,103,,,,,,,
2022,31,พะเยา,117,5971,117,5971,0,0,0,57,,,,,,,
2022,31,พังงา,114,10065,109,9677,0,0,0,31,,,,,,,
2022,31,พัทลุง,421,23435,421,23435,0,0,0,95,,,,,,,
2022,31,พิจิตร,125,5795,125,5795,0,0,1,73,,,,,,,
2022,31,พิษณุโลก,502,20002,502,20002,0,0,3,92,,,,,,,
2022,31,ภูเก็ต,369,52810,324,43591,0,0,1,141,,,,,,,
2022,31,มหาสารคาม,444,26951,444,26944,0,0,3,104,,,,,,,
2022,31,มุกดาหาร,129,6645,129,6643,0,0,0,42,,,,,,,
2022,31,ยะลา,77,9608,77,9594,0,0,0,72,,,,,,,
2022,31,ยโสธร,319,13417,319,13414,0,0,1,97,,,,,,,
2022,31,ร้อยเอ็ด,770,39190,770,39186,0,0,5,229,,,,,,,
2022,31,ระนอง,181,10293,181,10238,0,0,0,24,,,,,,,
2022,31,ระยอง,650,41250,650,41217,0,0,7,169,,,,,,,
2022,31,ราชบุรี,756,39569,756,39568,0,0,3,184,,,,,,,
2022,31,ลพบุรี,294,15442,294,15438,0,0,3,191,,,,,,,
2022,31,ลำปาง,202,9151,202,9149,0,0,3,104,,,,,,,
2022,31,ลำพูน,19,1105,19,1104,0,0,1,28,,,,,,,
2022,31,ศรีสะเกษ,538,29400,538,29390,0,0,3,213,,,,,,,
2022,31,สกลนคร,463,20141,463,20139,0,0,2,142,,,,,,,
2022,31,สงขลา,635,34587,629,34451,0,0,4,135,,,,,,,
2022,31,สตูล,127,10417,127,10403,0,0,0,71,,,,,,,
2022,31,สมุทรปราการ,2126,104299,2126,103809,0,0,13,311,,,,,,,
2022,31,สมุทรสงคราม,116,13364,116,13364,0,0,2,66,,,,,,,
2022,31,สมุทรสาคร,1031,55937,1031,55936,0,0,2,134,,,,,,,
2022,31,สระบุรี,233,18994,233,18991,0,0,4,139,,,,,,,
2022,31,สระแก้ว,329,18899,328,18356,0,0,0,79,,,,,,,
2022,31,สิงห์บุรี,197,7962,197,7961,0,0,3,66,,,,,,,
